worker#,obj-id,open+read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,pb-size,num-workers,obj-type,tot-num-obj,total-runtime
5,aeqdsk_q0,18.639979053999923,63,0.29587268339682415,126,0.14793634169841208,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_q0,18.481463805999965,63,0.2933565683492058,126,0.1466782841746029,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_q0,18.247904624000057,63,0.28964927974603266,126,0.14482463987301633,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_q0,16.82777336900017,59,0.2852164977796639,118,0.14260824888983195,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_q95,18.28702879499997,63,0.29027029833333284,126,0.14513514916666642,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_q95,18.69184753200011,63,0.2966959925714303,126,0.14834799628571516,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_q95,18.24604907999992,63,0.2896198266666654,126,0.1448099133333327,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_q95,18.642846886999905,63,0.29591820455555407,126,0.14795910227777703,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_q95,18.21849356100006,63,0.28918243747619143,126,0.14459121873809572,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_q95,18.403699942000003,63,0.2921222213015873,126,0.14606111065079366,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_q95,18.48343029900002,63,0.2933877825238098,126,0.1466938912619049,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_q95,17.525437749000048,59,0.2970413177796618,118,0.1485206588898309,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_qstar,18.344995143000006,63,0.2911903990952382,126,0.1455951995476191,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_qstar,18.462857041000007,63,0.293061222873016,126,0.146530611436508,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_qstar,18.678991786000097,63,0.29649193311111266,126,0.14824596655555633,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_qstar,18.58359339499998,63,0.2949776729365076,126,0.1474888364682538,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_qstar,18.194606673999942,63,0.28880328053968163,126,0.14440164026984081,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_qstar,18.34382577999986,63,0.29117183777777556,126,0.14558591888888778,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_qstar,18.175497727999982,63,0.2884999639365077,126,0.14424998196825384,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_qstar,17.17281863700009,59,0.2910647226610185,118,0.14553236133050926,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_rmagx,18.26281095599984,63,0.2898858881904736,126,0.1449429440952368,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_rmagx,18.199000434000027,63,0.2888730227619052,126,0.1444365113809526,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_rmagx,18.18373111699998,63,0.2886306526507933,126,0.14431532632539665,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_rmagx,18.246189143000038,63,0.2896220498888895,126,0.14481102494444476,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_rmagx,18.601868966999973,63,0.29526776138095195,126,0.14763388069047598,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_rmagx,18.34368593399995,63,0.2911696179999992,126,0.1455848089999996,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_rmagx,18.302189165999835,63,0.29051093914285453,126,0.14525546957142726,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_rmagx,17.028999343999885,59,0.2886271075254218,118,0.1443135537627109,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_ssep,18.34559285199998,63,0.29119988653968226,126,0.14559994326984113,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_ssep,18.393410278000147,63,0.29195889330158964,126,0.14597944665079482,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_ssep,18.29302934500015,63,0.29036554515873253,126,0.14518277257936626,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_ssep,18.166500528999904,63,0.2883571512539667,126,0.14417857562698336,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_ssep,18.145638050999878,63,0.2880260008095219,126,0.14401300040476095,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_ssep,18.275160790999962,63,0.2900819173174597,126,0.14504095865872985,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_ssep,18.192730987000004,63,0.2887735077301588,126,0.1443867538650794,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_ssep,17.09082896799987,59,0.2896750672542351,118,0.14483753362711754,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_ssibry,18.101395578999927,63,0.2873237393492052,126,0.1436618696746026,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_ssibry,18.480175147999944,63,0.29333611346031657,126,0.14666805673015829,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_ssibry,18.252495438000096,63,0.2897221498095253,126,0.14486107490476266,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_ssibry,18.574618909000037,63,0.29483522077777835,126,0.14741761038888918,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_ssibry,18.276626449000105,63,0.2901051817301604,126,0.1450525908650802,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_ssibry,18.381969635999894,63,0.2917772958095221,126,0.14588864790476105,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_ssibry,18.208906417000208,63,0.28903026058730485,126,0.14451513029365243,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_ssibry,17.009133957999893,59,0.2882904060677948,118,0.1441452030338974,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_time,18.455698816999984,63,0.292947600269841,126,0.1464738001349205,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_time,18.649790122000013,63,0.29602841463492086,126,0.14801420731746043,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_time,18.241621991000102,63,0.28954955541270005,126,0.14477477770635003,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_time,18.438655547000053,63,0.29267707217460404,126,0.14633853608730202,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_time,18.328900936000082,63,0.2909349354920648,126,0.1454674677460324,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_time,18.551602626000204,63,0.2944698829523842,126,0.1472349414761921,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_time,18.16688093499988,63,0.28836318944444256,126,0.14418159472222128,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_time,17.031861299000184,59,0.28867561523729124,118,0.14433780761864562,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_time2,18.535809965,63,0.2942192057936508,126,0.1471096028968254,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_time2,18.869324717999916,63,0.2995130907619034,126,0.1497565453809517,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_time2,18.355547806999994,63,0.2913579016984126,126,0.1456789508492063,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_time2,18.510164167000084,63,0.293812129634922,126,0.146906064817461,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_time2,18.67383318599991,63,0.29641005057142716,126,0.14820502528571358,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_time2,18.317711088000124,63,0.29075731885714484,126,0.14537865942857242,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_time2,18.21136112199997,63,0.2890692241587297,126,0.14453461207936485,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_time2,17.387867338999968,59,0.2947096159152537,118,0.14735480795762684,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_vloopt,18.252769582999917,63,0.28972650131745903,126,0.14486325065872951,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_vloopt,18.59886280899991,63,0.29522004458730017,126,0.14761002229365008,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_vloopt,18.288543066000102,63,0.290294334380954,126,0.145147167190477,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_vloopt,18.369639302999985,63,0.291581576238095,126,0.1457907881190475,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_vloopt,18.46938113200008,63,0.29316477987301715,126,0.14658238993650857,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_vloopt,18.342145237000068,63,0.29114516249206457,126,0.14557258124603228,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_vloopt,18.214410902000054,63,0.28911763336508023,126,0.14455881668254011,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_vloopt,17.06570865699996,59,0.28924929927118576,118,0.14462464963559288,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_wplasm,18.49824737899985,63,0.29362297426983885,126,0.14681148713491943,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_wplasm,18.56169481300003,63,0.29463007639682587,126,0.14731503819841293,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_wplasm,18.550298029000032,63,0.29444917506349255,126,0.14722458753174628,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_wplasm,18.669975438999927,63,0.29634881649206235,126,0.14817440824603118,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_wplasm,18.42169617100012,63,0.29240787573016064,126,0.14620393786508032,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_wplasm,18.550421483000036,63,0.29445113465079426,126,0.14722556732539713,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_wplasm,18.527248582000084,63,0.2940833108253982,126,0.1470416554126991,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_wplasm,17.239047370000208,59,0.29218724355932557,118,0.14609362177966279,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_xnnc,18.19868373600002,63,0.28886799580952416,126,0.14443399790476208,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_xnnc,18.188751943999932,63,0.28871034831745923,126,0.14435517415872962,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_xnnc,18.301646475000098,63,0.29050232500000156,126,0.14525116250000078,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_xnnc,18.383429289000105,63,0.2918004649047636,126,0.1459002324523818,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_xnnc,18.542604832000052,63,0.29432706082539767,126,0.14716353041269883,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_xnnc,18.27531297900009,63,0.29008433300000147,126,0.14504216650000074,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_xnnc,18.090072487000043,63,0.2871440077301594,126,0.1435720038650797,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_xnnc,17.460546658000112,59,0.29594146877966293,118,0.14797073438983147,268435456,8,signals,61,1117.4337210670003
1,aeqdsk_zmagx,18.642992262999996,63,0.29592051211111103,126,0.14796025605555552,268435456,8,signals,61,1117.4337210670003
2,aeqdsk_zmagx,18.352644846000203,63,0.29131182295238417,126,0.14565591147619208,268435456,8,signals,61,1117.4337210670003
3,aeqdsk_zmagx,18.286263050999878,63,0.29025814366666475,126,0.14512907183333237,268435456,8,signals,61,1117.4337210670003
4,aeqdsk_zmagx,18.317438581000033,63,0.2907529933492069,126,0.14537649667460345,268435456,8,signals,61,1117.4337210670003
5,aeqdsk_zmagx,18.35018329499985,63,0.2912727507142834,126,0.1456363753571417,268435456,8,signals,61,1117.4337210670003
6,aeqdsk_zmagx,18.236260900999923,63,0.28946445874603055,126,0.14473222937301528,268435456,8,signals,61,1117.4337210670003
7,aeqdsk_zmagx,18.08333432099994,63,0.28703705271428476,126,0.14351852635714238,268435456,8,signals,61,1117.4337210670003
8,aeqdsk_zmagx,17.20002416500006,59,0.29152583330508575,118,0.14576291665254287,268435456,8,signals,61,1117.4337210670003
1,bolo_axa_bright,18.00327626300009,59,0.3051402756440693,177,0.10171342521468976,268435456,8,signals,61,1117.4337210670003
2,bolo_axa_bright,18.274268420999988,59,0.3097333630677964,177,0.10324445435593213,268435456,8,signals,61,1117.4337210670003
3,bolo_axa_bright,18.10925462,59,0.30693651898305085,177,0.10231217299435029,268435456,8,signals,61,1117.4337210670003
4,bolo_axa_bright,17.93198853900003,59,0.30393200913559376,177,0.10131066971186459,268435456,8,signals,61,1117.4337210670003
5,bolo_axa_bright,17.961230750999903,59,0.30442763984745597,177,0.101475879949152,268435456,8,signals,61,1117.4337210670003
6,bolo_axa_bright,18.095413524999913,59,0.3067019241525409,177,0.10223397471751364,268435456,8,signals,61,1117.4337210670003
7,bolo_axa_bright,17.785940687999982,59,0.3014566218305082,177,0.10048554061016939,268435456,8,signals,61,1117.4337210670003
8,bolo_axa_bright,16.2122710000001,54,0.3002272407407426,162,0.10007574691358087,268435456,8,signals,61,1117.4337210670003
1,bolo_axa_good,18.19611531999999,63,0.28882722730158716,126,0.14441361365079358,268435456,8,signals,61,1117.4337210670003
2,bolo_axa_good,18.180006132000017,63,0.28857152590476215,126,0.14428576295238107,268435456,8,signals,61,1117.4337210670003
3,bolo_axa_good,18.580972776999943,63,0.29493607582539594,126,0.14746803791269797,268435456,8,signals,61,1117.4337210670003
4,bolo_axa_good,18.10065838200012,63,0.2873120378095257,126,0.14365601890476284,268435456,8,signals,61,1117.4337210670003
5,bolo_axa_good,18.42678298099986,63,0.29248861874602955,126,0.14624430937301477,268435456,8,signals,61,1117.4337210670003
6,bolo_axa_good,18.44806681199998,63,0.292826457333333,126,0.1464132286666665,268435456,8,signals,61,1117.4337210670003
7,bolo_axa_good,18.0386556630001,63,0.28632786766666823,126,0.14316393383333412,268435456,8,signals,61,1117.4337210670003
8,bolo_axa_good,17.143025794000096,59,0.2905597592203406,118,0.1452798796101703,268435456,8,signals,61,1117.4337210670003
1,bolo_axa_zo,18.42087397699993,63,0.2923948250317449,63,0.2923948250317449,268435456,8,signals,61,1117.4337210670003
2,bolo_axa_zo,18.156458578999946,63,0.28819775522222135,63,0.28819775522222135,268435456,8,signals,61,1117.4337210670003
3,bolo_axa_zo,18.12349700499999,63,0.2876745556349205,63,0.2876745556349205,268435456,8,signals,61,1117.4337210670003
4,bolo_axa_zo,18.289631280000094,63,0.2903116076190491,63,0.2903116076190491,268435456,8,signals,61,1117.4337210670003
5,bolo_axa_zo,18.257142149999936,63,0.28979590714285614,63,0.28979590714285614,268435456,8,signals,61,1117.4337210670003
6,bolo_axa_zo,18.201440683999863,63,0.2889117568888867,63,0.2889117568888867,268435456,8,signals,61,1117.4337210670003
7,bolo_axa_zo,18.085804401999894,63,0.2870762603492047,63,0.2870762603492047,268435456,8,signals,61,1117.4337210670003
